id,full_name,first_name,last_name,is_active
1629627,Zion Williamson,Zion,Williamson,True
1628391,D.J. Wilson,D.J.,Wilson,True
1629685,Dylan Windler,Dylan,Windler,True
1626159,Justise Winslow,Justise,Winslow,True
1630164,James Wiseman,James,Wiseman,True
1626174,Christian Wood,Christian,Wood,True
1626153,Delon Wright,Delon,Wright,True
1630593,McKinley Wright IV,McKinley,Wright IV,True
201152,Thaddeus Young,Thaddeus,Young,True
1629027,Trae Young,Trae,Young,True
1630209,Omer Yurtseven,Omer,Yurtseven,True
203469,Cody Zeller,Cody,Zeller,True
1627826,Ivica Zubac,Ivica,Zubac,True
